Date,IWB,EWJ,EWG,EWU,EWQ,EWC,EWI,EWA,EWY,EWW,EWP,EWN,EWL,ENOR,EWD
2015-03-31,-0.012974,0.014575,0.004714,-0.057068,-0.019623,-0.029979,-0.005376,-0.034628,0.010772,-0.037369,-0.005433,-0.012114,-0.003301,-0.058921,-0.035714
2015-04-30,0.008114,0.026337,-0.007373,0.06663,0.04542,0.071376,0.031757,0.020122,0.068658,0.011387,0.032777,0.032832,0.040048,0.128748,0.016129
2015-05-29,0.012715,0.014775,-0.017218,0.006247,-0.008468,-0.046016,0.018991,-0.033448,-0.055092,-0.001877,-0.030624,0.017618,0.024899,-0.039453,-0.001764
2015-06-30,-0.018897,-0.013357,-0.024863,-0.037939,-0.027604,-0.032308,-0.025328,-0.0435,-0.04654,-0.016817,-0.020224,-0.021301,-0.052223,-0.034888,-0.030142
2015-07-31,0.019527,0.009368,0.016141,0.01589,0.040808,-0.041995,0.039624,-0.005231,-0.071312,-0.013483,0.021162,0.03153,0.041221,-0.026587,0.008499
2015-08-31,-0.060223,-0.062645,-0.070244,-0.079827,-0.065721,-0.050098,-0.043928,-0.108509,-0.06526,-0.061945,-0.06509,-0.076604,-0.066862,-0.080617,-0.053215
2015-09-30,-0.028027,-0.056931,-0.060744,-0.039273,-0.03797,-0.052328,-0.032432,-0.039142,0.019649,-0.024409,-0.073993,-0.043727,-0.038655,-0.066699,-0.04302
2015-10-30,0.081084,0.077865,0.095796,0.065894,0.071458,0.034783,0.034218,0.055804,0.114801,0.061288,0.060351,0.068376,0.038575,0.056063,0.038581
2015-11-30,0.004061,0.00487,0.005164,-0.0166,-0.023265,-0.022269,-0.028359,0.008985,-0.028687,-0.020651,-0.031797,-0.0108,-0.027699,0.001458,0.00398
2015-12-31,-0.019132,-0.013916,-0.038899,-0.042137,-0.03541,-0.063614,-0.042272,0.019873,-0.036878,-0.056208,-0.054421,-0.03015,0.004856,-0.072318,-0.035164
2016-01-29,-0.054364,-0.051155,-0.071019,-0.048327,-0.038001,-0.027442,-0.121543,-0.06962,-0.038856,-0.028898,-0.067563,-0.019715,-0.060567,-0.044156,-0.062029
2016-02-29,0,-0.053043,-0.039868,-0.03125,-0.025333,0.034433,-0.065452,-0.020408,-0.024089,0.00186,-0.050076,-0.026958,-0.028464,0.014108,0.002558
2016-03-31,0.069868,0.04775,0.101455,0.053763,0.065198,0.096163,0.08156,0.118055,0.13372,0.107673,0.085463,0.081794,0.049418,0.070376,0.073251
2016-04-29,0.00526,0.000876,0.019433,0.040179,0.023573,0.071278,0.041803,0.031574,-0.010791,0.006331,0.061074,0.004878,0.0296,0.086137,0.026486
2016-05-31,0.016657,0.032399,-0.011437,-0.011649,-0.00202,-0.03622,-0.04406,-0.024084,-0.047656,-0.07698,-0.031207,0.007686,-0.002287,-0.027217,-0.022494
2016-06-30,0.002659,-0.01681,-0.048869,-0.021865,-0.049225,0.009222,-0.079817,0.014186,0.046423,0.021434,-0.086221,-0.056764,-0.003192,-0.002563,-0.036574
2016-07-29,0.037742,0.048696,0.066528,0.014964,0.047223,0.029784,0.031336,0.074036,0.068946,-0.013699,0.051241,0.040173,0.018887,-0.005923,0.024863
2016-08-31,0.001077,0.018242,0.021832,0.010897,-0.00334,0.002773,0.008937,-0.032073,0.012397,0.015902,0.009139,0.031561,-0.000993,0.007845,0.018908
2016-09-30,0.001099,0.021173,0.002289,0.004439,0.012149,0.015014,-0.023915,0.03363,0.031588,-0.039429,0.012075,0.008857,0.01226,0.060696,0.017857
2016-10-31,-0.019841,0.007177,-0.013704,-0.05303,-0.004553,-0.013235,0.023593,-0.029665,-0.047824,0.048474,0.02349,-0.023144,-0.050409,-0.00836,-0.052632
2016-11-30,0.0404,-0.01247,-0.041683,0.002,-0.024948,0.026035,-0.035904,0.00789,-0.03776,-0.132009,-0.08306,-0.038807,-0.022751,-0.000937,-0.001816
2016-12-30,0.018713,-0.00895,0.066816,0.034995,0.055756,0.015486,0.123268,0.016125,0.011367,0.001104,0.080313,0.039487,0.039795,0.030238,0.045284
2017-01-31,0.019283,0.034998,0.038897,0.024764,0.013782,0.039388,-0.019413,0.049926,0.087561,0.019104,0.03659,0.024431,0.043109,0.05527,0.061608
2017-02-28,0.038152,0.013051,0.000364,0.014626,-0.003998,-0.018028,-0.003791,0.033428,0.011748,0.028342,-0.00655,0.028699,0.010088,-0.020915,-0.00623
2017-03-31,0.000846,0.00527,0.044695,0.020056,0.064231,0.007119,0.088372,0.030068,0.056523,0.11046,0.113919,0.053438,0.030283,-0.023142,0.04157
2017-04-28,0.010362,0.00699,0.032348,0.016897,0.05696,-0.023065,0.027584,-0.006634,0.003717,0.01153,0.049655,0.04737,0.0394,0.005923,0.048781
2017-05-31,0.01282,0.027574,0.045148,0.045619,0.048894,-0.003808,0.053686,-0.043188,0.090499,-0.002705,0.045426,0.048789,0.050842,0.026268,0.02839
2017-06-30,0.007148,0.013291,-0.004992,-0.015597,-0.004511,0.031164,0.015343,0.030706,0.001329,0.056247,-0.006556,-0.005676,0.003099,-0.004562,0.018393
2017-07-31,0.018998,0.02069,0.014536,0.023702,0.023644,0.042601,0.070504,0.047048,0.027872,0.043752,0.039281,0.062565,0.004663,0.113373,0.006781
2017-08-31,0.003207,-0.000913,0.001628,-0.008206,0.008832,-0.001075,0.017809,-0.002203,-0.017647,0.00302,-0.012306,-0.003253,-0.004642,0.019911,0.016691
2017-09-29,0.020576,0.018278,0.054291,0.029846,0.040404,0.038393,0.035325,-0.009271,0.008617,-0.032938,0.00089,0.024478,0.020985,0.037849,0.03341
2017-10-31,0.023091,0.052773,0.019735,0.006026,0.015858,-0.005183,-0.012755,0.011586,0.082537,-0.078374,0.002964,0.009876,-0.014273,0.001152,-0.008361
2017-11-30,0.030187,0.021483,0.005141,-0.001141,-0.000956,0.00521,0.001615,0.003084,0.005217,-0.002782,-0.00591,-0.005363,0.013032,-0.038344,-0.036537
2017-12-29,0.012361,0.007001,-0.004079,0.041723,-0.001438,0.036929,-0.012928,0.042114,0.026031,-0.007797,-0.008607,0.012053,0.017153,0.035987,-0.001204
2018-01-31,0.054101,0.050225,0.060266,0.037409,0.067585,0.008097,0.109724,0.025896,0.044175,0.0775,0.086665,0.057989,0.044688,0.059421,0.062537
2018-02-28,-0.037025,-0.029711,-0.073693,-0.067008,-0.051005,-0.069946,-0.061279,-0.039966,-0.078604,-0.060252,-0.077506,-0.052428,-0.060533,-0.019393,-0.058301
2018-03-29,-0.022274,-0.006386,-0.012026,0.002308,-0.007272,-0.008276,0.013876,-0.035057,0.046608,0.032258,-0.01035,0.00503,-0.01575,0.011567,-0.012972
2018-04-30,0.002588,-0.000659,0.013109,0.043165,0.040764,0.020682,0.044168,0.00772,0.001988,0.001553,0.02307,0.005005,-0.009601,0.033567,-0.018817
2018-05-31,0.02574,-0.014842,-0.025262,-0.006069,-0.026316,0.021685,-0.097706,0.017125,-0.045767,-0.134108,-0.082682,-0.024276,-0.02262,-0.003926,-0.013394
2018-06-29,0.00629,-0.022926,-0.028962,-0.011772,-0.020542,-0.000196,-0.019003,0.020898,-0.061408,0.067903,0.010144,-0.010806,0.003523,0.005687,-0.014068
2018-07-31,0.034346,0.010706,0.044363,0.009488,0.039318,0.024553,0.033922,0.013711,-0.006646,0.102673,0.040198,0.039659,0.065071,0.019065,0.059653
2018-08-31,0.033925,-0.005296,-0.034494,-0.043862,-0.022068,-0.014036,-0.092735,-0.018761,0.000892,-0.031551,-0.0586,-0.021438,0.002017,-0.018252,-0.014228
2018-09-28,0.003828,0.034524,-0.016209,0.016384,0.011928,-0.000694,0.020664,-0.016452,0.014112,0.01768,-0.003701,-0.027384,-0.002301,0.05927,0.029809
2018-10-31,-0.070929,-0.08949,-0.083726,-0.067702,-0.094935,-0.078874,-0.09436,-0.068716,-0.146477,-0.178606,-0.064843,-0.079828,-0.045835,-0.089913,-0.105423
2018-11-30,0.019236,0.009117,-0.015046,-0.011946,-0.011616,0.004904,0.013573,0.009709,0.040329,-0.041587,0.029252,0.023398,0.003323,-0.052275,-0.006812
2018-12-31,-0.088997,-0.076699,-0.055514,-0.045904,-0.051191,-0.085233,-0.034054,-0.038709,-0.016003,0.030295,-0.040716,-0.070376,-0.050888,-0.079413,-0.030974
2019-01-31,0.082126,0.070823,0.056805,0.072913,0.061463,0.128965,0.080958,0.06961,0.099558,0.092763,0.068606,0.077186,0.057107,0.079809,0.055949
2019-02-28,0.034049,0.001474,0.019037,0.034297,0.042629,0.029575,0.037447,0.033511,-0.02704,-0.032,0.014655,0.046241,0.037515,0.015867,0.011402
2019-03-29,0.017704,0.006623,-0.013919,0.013509,0.004089,-0.00754,0.023573,0.011278,-0.032079,0.000689,-0.016162,0.008435,0.023141,-0.008304,0.001989
2019-04-30,0.039349,0.012792,0.069837,0.02272,0.048185,0.032923,0.017992,0.011617,0.008696,0.058729,0.047885,0.061894,0.023466,0.023126,0.06585
2019-05-31,-0.063303,-0.048719,-0.065278,-0.061315,-0.061185,-0.042732,-0.083068,0.001378,-0.096129,-0.069989,-0.061374,-0.065848,-0.00663,-0.057677,-0.09407
2019-06-28,0.068651,0.044524,0.069394,0.045454,0.082086,0.05646,0.097456,0.054261,0.07738,0.03127,0.041454,0.064865,0.065347,0.035535,0.089409
2019-07-31,0.01634,-0.004214,-0.04385,-0.024134,-0.028059,-0.008036,-0.018875,-0.005768,-0.074662,-0.04864,-0.050847,-0.000324,-0.010383,-0.044709,-0.052853
2019-08-30,-0.018676,-0.007912,-0.021253,-0.038047,-0.010071,-0.007045,-0.00444,-0.032575,-0.038628,0.005815,-0.026239,-0.00746,0.008071,-0.032997,-0.030469
2019-09-30,0.017874,0.0523,0.025143,0.035926,0.022041,0.025186,0.024526,0.026291,0.05783,0.02915,0.041916,0.024837,0.006138,0.033461,0.039901
2019-10-31,0.020968,0.034191,0.060944,0.034998,0.036165,-0.004152,0.047153,0.012584,0.045971,0.037219,0.027299,0.01977,0.023342,0.001177,0.070289
2019-11-29,0.038097,0.012781,0.01366,0.012296,0.013769,0.029534,0.000693,0.013316,-0.007806,-0.017829,-0.008042,0.019387,0.008294,0.003493,0.006345
2019-12-31,0.027901,0.008851,0.015895,0.053713,0.035346,0.022069,0.028164,0.011661,0.085986,0.044669,0.043288,0.042901,0.04473,0.081604,0.050305
2020-01-31,0.001233,-0.025152,-0.029592,-0.042815,-0.040049,-0.00736,-0.024407,-0.016784,-0.073002,0.018432,-0.031466,-0.034554,0.002461,-0.07194,-0.027052
2020-02-28,-0.080665,-0.082944,-0.080967,-0.102328,-0.078662,-0.070104,-0.053509,-0.096137,-0.046661,-0.092455,-0.061407,-0.068828,-0.070201,-0.099786,-0.050922
2020-03-31,-0.133692,-0.067409,-0.180778,-0.184983,-0.189768,-0.208046,-0.237518,-0.227634,-0.146288,-0.318837,-0.227083,-0.146189,-0.066526,-0.252735,-0.157669
2020-04-30,0.131986,0.047985,0.097765,0.05737,0.044369,0.111213,0.018296,0.096525,0.100171,0.032452,0.022146,0.095037,0.042986,0.119618,0.072294
2020-05-29,0.051557,0.070518,0.093724,0.01901,0.059232,0.03542,0.061939,0.059859,0.037582,0.089511,0.045739,0.07941,0.038774,0.081637,0.100219
2020-06-30,0.022616,-0.000872,0.062032,0.016507,0.064296,0.039705,0.083266,0.082743,0.066654,0.003578,0.043911,0.070996,0.033248,0.013101,0.032312
2020-07-31,0.059355,-0.010743,0.042051,0.006599,0.019329,0.055255,0.026993,0.033212,0.054787,0.020389,0.008014,0.038215,0.040298,0.08005,0.089797
2020-08-31,0.073019,0.067918,0.065487,0.027381,0.046869,0.051263,0.040841,0.044199,0.046631,0.011682,0.022527,0.040636,0.029608,0.08439,0.054046
2020-09-30,-0.037073,0.018097,-0.032226,-0.043168,-0.045113,-0.04528,-0.052836,-0.051467,0.035992,0.013674,-0.060043,-0.014431,-0.015816,-0.071525,-0.010647
2020-10-30,-0.022976,-0.014051,-0.097837,-0.045116,-0.045455,-0.034294,-0.064397,0.002536,-0.006734,0.023981,-0.034467,-0.024979,-0.052106,-0.07219,-0.043331
2020-11-30,0.116926,0.105597,0.162861,0.161052,0.218223,0.143937,0.252082,0.149216,0.177504,0.187646,0.274155,0.14576,0.092474,0.222977,0.151865
2020-12-31,0.041129,0.053242,0.052255,0.048193,0.028723,0.03122,0.039127,0.06296,0.134262,0.07175,0.02798,0.065801,0.051084,0.084472,0.030446
2021-01-29,-0.007883,-0.008437,-0.009758,-0.00239,-0.026158,-0.007782,-0.037024,-0.008351,0.023823,-0.065131,-0.037722,0.023706,-0.014548,-0.002571,0.022362
2021-02-26,0.028929,0.018361,0.017482,0.039357,0.045693,0.051307,0.055379,0.032,-0.001476,0.011694,0.038816,0.04017,-0.018169,0.040938,0.032686
2021-03-31,0.038367,0.004397,0.044674,0.030952,0.028344,0.05844,0.053142,0.011424,0.019666,0.077964,0.013318,0.048387,0.022669,0.063923,0.060447
2021-04-30,0.053389,-0.016054,0.035287,0.038965,0.061728,0.045815,0.003174,0.043969,0.009588,0.037189,0.05586,0.041603,0.047048,0.03523,0.041741
2021-05-28,0.004581,0.017206,0.033507,0.038734,0.054083,0.063465,0.060107,0.03323,0.016232,0.058293,0.062932,0.029748,0.052711,0.02957,0.044162
2021-06-30,0.024341,-0.007803,-0.016116,-0.015496,-0.017842,-0.009688,-0.02119,-0.014343,0.012496,0.00555,-0.06152,-0.014566,0.016722,-0.025818,-0.019511
2021-07-30,0.020943,-0.006367,-0.002312,0.002752,0.012946,0.00161,0.003087,-0.008083,-0.047542,0.021463,-0.022519,0.031166,0.033107,-0.012326,0.043319
2021-08-31,0.028606,0.019222,0.012457,0.006709,0.008607,0.000268,0.014158,0.005821,-0.023211,0.042636,0.011879,0.059848,0.011943,0.027113,-0.010328
2021-09-30,-0.045919,0.027047,-0.058083,-0.023023,-0.036979,-0.027852,-0.039454,-0.042438,-0.069558,-0.055762,-0.040555,-0.069877,-0.083792,0.00278,-0.06387
2021-10-29,0.068967,-0.026334,0.02582,0.044341,0.055585,0.079339,0.05782,0.066076,-0.014505,0.001865,0.048202,0.057868,0.069772,0.072419,0.068227
2021-11-30,-0.012694,-0.030263,-0.05804,-0.048694,-0.038667,-0.045942,-0.060335,-0.075586,-0.047301,-0.062875,-0.102229,-0.056238,-0.009031,-0.088207,-0.059487
2021-12-31,0.039632,0.022888,0.039392,0.061663,0.056288,0.040878,0.057273,0.051345,0.050423,0.131266,0.052217,0.025029,0.067841,0.040886,0.059419
2022-01-31,-0.05631,-0.043011,-0.02349,0.022631,-0.025463,-0.006245,-0.011582,-0.080145,-0.070374,-0.040514,0.004187,-0.076065,-0.064479,-0.022314,-0.088927
2022-02-28,-0.02741,-0.01779,-0.091534,-0.011803,-0.067564,0.000786,-0.067222,0.052977,0.000276,0.036869,-0.030326,-0.07694,-0.028178,0.021419,-0.104004
2022-03-31,0.033536,-0.021131,-0.023728,0.004479,0,0.052067,-0.023802,0.098961,-0.016296,0.091975,-0.004691,-0.011674,0.024197,0.045376,0.027234
2022-04-29,-0.088615,-0.080993,-0.083832,-0.039834,-0.067365,-0.078587,-0.071114,-0.069996,-0.064439,-0.100782,-0.034957,-0.092133,-0.05499,-0.077935,-0.075676
2022-05-31,-0.002282,0.017308,0.05075,0.026935,0.040971,0.021053,0.051039,0.004068,0.021008,0.053409,0.068376,0.027583,-0.018319,0.035307,0.01643
2022-06-30,-0.083581,-0.073335,-0.129094,-0.079278,-0.097425,-0.102407,-0.136449,-0.110074,-0.144768,-0.090773,-0.097437,-0.099722,-0.069433,-0.122738,-0.138561
2022-07-29,0.092703,0.062843,0.024772,0.031709,0.065312,0.048397,0.023256,0.071631,0.040557,0.004507,-0.016295,0.085282,0.047195,0.088378,0.116913
2022-08-31,-0.038367,-0.045592,-0.073791,-0.064704,-0.072881,-0.045879,-0.060877,-0.0365,-0.0436,-0.054487,-0.051003,-0.099606,-0.066222,-0.044494,-0.115554
2022-09-30,-0.091663,-0.088449,-0.096154,-0.093393,-0.095816,-0.086969,-0.070873,-0.104518,-0.182179,-0.000452,-0.089573,-0.107706,-0.077813,-0.19286,-0.094082
2022-10-31,0.079005,0.023337,0.10537,0.069821,0.107836,0.073797,0.12,0.056065,0.093961,0.143342,0.105954,0.071312,0.044326,0.113462,0.081101
2022-11-30,0.053494,0.116223,0.163611,0.124465,0.137757,0.065395,0.155316,0.14334,0.171588,0.065849,0.118157,0.190229,0.09665,0.102332,0.136796
2022-12-30,-0.057343,-0.022146,-0.025654,-0.012673,-0.015895,-0.055939,-0.016681,-0.043472,-0.058033,-0.063181,0.001662,-0.038313,-0.022383,-0.02622,-0.028727
2023-01-31,0.066407,0.0777,0.133846,0.062296,0.115942,0.094714,0.123608,0.118309,0.123761,0.165824,0.112903,0.13319,0.07918,-0.001189,0.081039
2023-02-28,-0.023831,-0.046531,-0.026748,-0.008904,-0.011905,-0.049679,-0.008589,-0.079646,-0.078305,-0.000173,0.01858,-0.033175,-0.041547,-0.00737,0.010587
2023-03-31,0.031511,0.04916,0.042873,-0.00062,0.035049,0.003818,0.013995,0.002622,0.046496,0.03279,0.016782,0.034314,0.044962,-0.044908,0.006229
2023-04-28,0.012254,0.002556,0.03338,0.051767,0.046825,0.029842,0.040421,0.008718,-0.008984,0.022678,0.025117,0.002844,0.061121,0.012298,0.046989
2023-05-31,0.004693,0.008498,-0.048623,-0.059829,-0.064948,-0.055114,-0.062539,-0.054883,0.034778,-0.016919,-0.054253,-0.010633,-0.037846,-0.070422,-0.07713
2023-06-30,0.066852,0.050398,0.048202,0.033617,0.063442,0.062418,0.097183,0.05015,0.009557,0.04659,0.082621,0.044855,0.020779,0.04714,0.03145
2023-07-31,0.034586,0.024556,0.026251,0.029366,0.016091,0.031152,0.052466,0.03592,0.066109,0.045835,0.015225,0.032348,0.032461,0.084052,0.009599
2023-08-31,-0.017369,-0.028067,-0.047749,-0.039039,-0.038059,-0.038526,-0.041791,-0.04923,-0.075773,-0.051822,-0.029312,-0.076768,-0.033117,-0.042078,-0.068233
2023-09-29,-0.047919,-0.021901,-0.061605,-0.01125,-0.054965,-0.035457,-0.052336,-0.031517,-0.056205,-0.055628,-0.03441,-0.078303,-0.055495,0.018301,-0.010504
2023-10-31,-0.023839,-0.02206,-0.038931,-0.03603,-0.032031,-0.051405,-0.017094,-0.035797,-0.067696,-0.058904,-0.026909,-0.014992,-0.03787,-0.045785,-0.045799
2023-11-30,0.093323,0.061906,0.128276,0.061967,0.090566,0.102079,0.10301,0.082449,0.147225,0.154015,0.140508,0.126302,0.083492,0.043901,0.144628
2023-12-29,0.049964,0.038406,0.045108,0.043441,0.049548,0.062489,0.041513,0.105938,0.065689,0.08914,0.018833,0.065928,0.062748,0.064723,0.122555
